ts,track_id,side,x,y,conf,source
1780885539.020,20,L,557.8,416.6,0.966,direct
1780885539.020,20,R,425.7,519.0,0.974,direct
1780885539.052,20,L,557.9,416.1,0.966,direct
1780885539.052,20,R,428.4,518.4,0.974,direct
1780885539.096,20,L,557.9,415.3,0.969,direct
1780885539.096,20,R,430.8,517.8,0.978,direct
1780885539.125,20,L,557.9,414.8,0.969,direct
1780885539.125,20,R,432.2,517.4,0.978,direct
1780885539.158,20,L,558.0,414.3,0.972,direct
1780885539.158,20,R,433.0,517.3,0.979,direct
1780885539.188,20,L,558.0,413.8,0.972,direct
1780885539.188,20,R,433.6,517.4,0.979,direct
1780885539.220,20,L,558.0,413.2,0.958,direct
1780885539.220,20,R,434.1,517.5,0.972,direct
1780885539.251,20,L,558.1,412.7,0.958,direct
1780885539.252,20,R,434.7,517.7,0.972,direct
1780885539.284,20,L,558.1,412.1,0.968,direct
1780885539.284,20,R,435.1,517.9,0.978,direct
1780885539.314,20,L,558.1,411.6,0.968,direct
1780885539.314,20,R,435.3,518.1,0.978,direct
1780885539.346,20,L,558.2,411.1,0.969,direct
1780885539.346,20,R,435.2,518.3,0.980,direct
1780885539.375,20,L,558.2,410.6,0.969,direct
1780885539.375,20,R,434.9,518.6,0.980,direct
1780885539.429,20,L,558.3,409.7,0.976,direct
1780885539.429,20,R,435.1,518.3,0.984,direct
1780885539.458,20,L,558.3,409.1,0.977,direct
1780885539.458,20,R,435.3,516.9,0.985,direct
1780885539.490,20,L,558.3,408.6,0.977,direct
1780885539.491,20,R,435.5,516.2,0.985,direct
1780885539.521,20,L,558.4,408.1,0.980,direct
1780885539.521,20,R,435.6,514.6,0.988,direct
1780885539.553,20,L,558.4,407.5,0.980,direct
1780885539.553,20,R,435.8,513.9,0.988,direct
1780885539.586,20,L,558.4,407.0,0.976,direct
1780885539.586,20,R,433.8,513.5,0.986,direct
1780885539.616,20,L,558.5,406.5,0.976,direct
1780885539.616,20,R,431.8,513.6,0.986,direct
1780885539.651,20,L,558.5,405.9,0.972,direct
1780885539.651,20,R,430.0,514.2,0.983,direct
1780885539.681,20,L,558.5,405.3,0.972,direct
1780885539.681,20,R,429.5,514.4,0.983,direct
1780885539.711,20,L,558.6,404.8,0.964,direct
1780885539.711,20,R,427.4,515.9,0.979,direct
1780885539.746,20,L,558.6,404.2,0.964,direct
1780885539.746,20,R,425.7,517.1,0.979,direct
1780885539.776,20,L,558.6,403.7,0.972,direct
1780885539.776,20,R,425.1,517.4,0.984,direct
1780885539.809,20,L,558.7,403.2,0.972,direct
1780885539.809,20,R,424.7,517.6,0.984,direct
1780885539.840,20,L,558.7,402.6,0.971,direct
1780885539.840,20,R,421.6,519.0,0.985,direct
1780885539.871,20,L,558.7,402.1,0.971,direct
1780885539.872,20,R,419.1,520.2,0.985,direct
1780885539.902,20,L,558.8,401.6,0.982,direct
1780885539.902,20,R,416.8,519.3,0.989,direct
1780885539.937,20,L,558.8,401.0,0.982,direct
1780885539.937,20,R,414.8,517.8,0.989,direct
1780885539.968,20,L,558.8,400.4,0.969,direct
1780885539.968,20,R,413.5,517.8,0.978,direct
1780885540.000,20,L,558.9,399.9,0.969,direct
1780885540.000,20,R,412.6,518.1,0.978,direct
1780885540.034,20,L,568.3,455.9,0.979,direct
1780885540.034,20,R,412.9,518.0,0.991,direct
1780885540.092,20,L,589.6,421.5,0.978,direct
1780885540.093,20,R,416.8,515.3,0.991,direct
1780885540.124,20,L,599.2,406.4,0.978,direct
1780885540.124,20,R,419.0,513.7,0.991,direct
1780885540.157,20,L,608.3,392.5,0.984,direct
1780885540.157,20,R,420.2,512.3,0.987,direct
1780885540.187,20,L,614.3,383.5,0.984,direct
1780885540.187,20,R,420.9,511.2,0.987,direct
1780885540.221,20,L,619.8,374.2,0.995,direct
1780885540.221,20,R,418.4,508.2,0.998,direct
1780885540.250,20,L,623.2,368.4,0.995,direct
1780885540.250,20,R,415.6,505.6,0.998,direct
1780885540.285,20,L,627.2,361.3,0.994,direct
1780885540.285,20,R,412.9,499.8,0.997,direct
1780885540.317,20,L,630.2,355.8,0.994,direct
1780885540.317,20,R,411.4,495.5,0.997,direct
1780885540.347,20,L,633.3,351.5,0.994,direct
1780885540.347,20,R,410.8,492.1,0.997,direct
1780885540.375,20,L,635.9,348.3,0.994,direct
1780885540.375,20,R,410.5,489.6,0.997,direct
1780885540.409,20,L,637.2,343.9,0.994,direct
1780885540.409,20,R,410.7,488.2,0.997,direct
1780885540.440,20,L,637.9,340.5,0.994,direct
1780885540.440,20,R,410.9,487.6,0.997,direct
1780885540.472,20,L,637.7,336.0,0.996,direct
1780885540.472,20,R,411.2,487.3,0.998,direct
1780885540.501,20,L,637.5,332.5,0.996,direct
1780885540.501,20,R,411.6,487.0,0.998,direct
1780885540.536,20,L,637.5,329.2,0.996,direct
1780885540.536,20,R,412.0,487.0,0.998,direct
1780885540.564,20,L,637.5,327.0,0.996,direct
1780885540.564,20,R,412.6,487.5,0.998,direct
1780885540.600,20,L,637.3,326.3,0.993,direct
1780885540.600,20,R,414.5,489.6,0.996,direct
1780885540.657,20,L,635.3,329.9,0.994,direct
1780885540.657,20,R,413.8,490.7,0.998,direct
1780885540.690,20,L,634.3,332.0,0.994,direct
1780885540.690,20,R,412.7,491.4,0.998,direct
1780885540.723,20,L,632.4,336.0,0.994,direct
1780885540.723,20,R,411.3,492.1,0.997,direct
1780885540.754,20,L,630.9,339.1,0.994,direct
1780885540.754,20,R,410.1,492.6,0.997,direct
1780885540.786,20,L,630.3,343.5,0.994,direct
1780885540.786,20,R,408.5,492.8,0.997,direct
1780885540.814,20,L,630.1,346.6,0.994,direct
1780885540.814,20,R,407.2,492.8,0.997,direct
1780885540.847,20,L,631.4,350.3,0.985,direct
1780885540.848,20,R,410.3,496.5,0.989,direct
1780885540.879,20,L,632.7,352.9,0.985,direct
1780885540.879,20,R,414.0,500.1,0.989,direct
1780885540.907,20,L,633.2,354.6,0.986,direct
1780885540.907,20,R,416.3,502.3,0.990,direct
1780885540.940,20,L,633.4,356.0,0.986,direct
1780885540.940,20,R,418.1,503.9,0.990,direct
1780885540.974,20,L,634.1,357.0,0.985,direct
1780885540.974,20,R,419.2,505.7,0.989,direct
1780885541.003,20,L,634.8,357.5,0.985,direct
1780885541.003,20,R,419.8,507.1,0.989,direct
1780885541.038,20,L,633.8,359.6,0.992,direct
1780885541.038,20,R,418.7,510.0,0.997,direct
1780885541.068,20,L,632.2,361.7,0.992,direct
1780885541.068,20,R,417.2,512.3,0.997,direct
1780885541.099,20,L,631.1,365.4,0.978,direct
1780885541.100,20,R,417.3,512.4,0.984,direct
1780885541.130,20,L,630.6,368.5,0.978,direct
1780885541.130,20,R,417.6,512.1,0.984,direct
1780885541.191,20,L,628.7,376.4,0.984,direct
1780885541.191,20,R,418.4,513.7,0.988,direct
1780885541.224,20,L,627.9,379.8,0.984,direct
1780885541.224,20,R,419.4,517.0,0.990,direct
1780885541.256,20,L,627.3,382.4,0.984,direct
1780885541.256,20,R,420.1,519.8,0.990,direct
1780885541.289,20,L,626.6,387.2,0.982,direct
1780885541.289,20,R,420.7,523.0,0.988,direct
1780885541.318,20,L,626.0,391.1,0.982,direct
1780885541.318,20,R,421.1,525.4,0.988,direct
1780885541.353,20,L,625.1,394.7,0.982,direct
1780885541.353,20,R,421.3,526.8,0.987,direct
1780885541.382,20,L,624.4,397.0,0.982,direct
1780885541.383,20,R,421.5,527.6,0.987,direct
1780885541.416,20,L,621.3,404.8,0.976,direct
1780885541.416,20,R,421.0,528.8,0.982,direct
1780885541.448,20,L,618.7,411.0,0.976,direct
1780885541.448,20,R,420.3,530.0,0.982,direct
1780885541.479,20,L,616.6,418.5,0.977,direct
1780885541.479,20,R,419.8,530.7,0.983,direct
1780885541.512,20,L,615.2,424.4,0.977,direct
1780885541.512,20,R,419.5,531.2,0.983,direct
1780885541.542,20,L,613.3,430.0,0.976,direct
1780885541.542,20,R,419.7,531.5,0.984,direct
1780885541.577,20,L,611.6,434.5,0.976,direct
1780885541.577,20,R,420.3,531.8,0.984,direct
1780885541.620,20,L,610.0,438.9,0.975,direct
1780885541.620,20,R,421.3,531.8,0.984,direct
1780885541.652,20,L,608.9,441.4,0.975,direct
1780885541.653,20,R,422.0,531.8,0.984,direct
1780885541.684,20,L,608.1,443.7,0.980,direct
1780885541.684,20,R,422.3,531.8,0.987,direct
1780885541.714,20,L,607.6,445.5,0.980,direct
1780885541.714,20,R,422.6,531.6,0.987,direct
1780885541.746,20,L,606.9,448.1,0.979,direct
1780885541.746,20,R,422.9,531.4,0.986,direct
1780885541.775,20,L,606.4,450.4,0.979,direct
1780885541.775,20,R,423.2,531.1,0.986,direct
1780885541.805,20,L,605.7,452.5,0.980,direct
1780885541.805,20,R,423.5,530.9,0.987,direct
1780885541.859,20,L,604.7,456.3,0.981,direct
1780885541.859,20,R,423.7,530.2,0.988,direct
1780885541.889,20,L,604.2,458.2,0.981,direct
1780885541.889,20,R,423.6,529.7,0.988,direct
1780885541.920,20,L,603.5,459.6,0.982,direct
1780885541.920,20,R,423.6,529.1,0.989,direct
1780885541.952,20,L,602.9,460.7,0.982,direct
1780885541.952,20,R,423.6,528.6,0.989,direct
1780885541.981,20,L,602.0,461.6,0.979,direct
1780885541.982,20,R,422.9,527.4,0.986,direct
1780885542.014,20,L,600.6,462.1,0.979,direct
1780885542.014,20,R,422.7,527.0,0.986,direct
1780885542.047,20,L,598.9,462.5,0.977,direct
1780885542.047,20,R,422.6,526.7,0.985,direct
1780885542.078,20,L,597.6,462.9,0.977,direct
1780885542.078,20,R,422.5,526.5,0.985,direct
1780885542.107,20,L,596.5,464.3,0.975,direct
1780885542.108,20,R,422.4,526.5,0.984,direct
1780885542.141,20,L,595.7,466.2,0.975,direct
1780885542.141,20,R,422.3,526.6,0.984,direct
1780885542.171,20,L,595.0,469.6,0.972,direct
1780885542.171,20,R,422.2,526.8,0.982,direct
1780885542.205,20,L,594.2,472.8,0.972,direct
1780885542.205,20,R,422.2,526.8,0.982,direct
1780885542.238,20,L,591.3,475.9,0.976,direct
1780885542.238,20,R,421.8,528.4,0.988,direct
1780885542.266,20,L,588.7,477.9,0.976,direct
1780885542.266,20,R,421.7,529.0,0.988,direct
1780885542.299,20,L,586.0,480.7,0.972,direct
1780885542.300,20,R,421.7,529.1,0.982,direct
1780885542.330,20,L,584.1,482.8,0.972,direct
1780885542.330,20,R,421.7,529.0,0.982,direct
1780885542.391,20,L,581.7,485.7,0.982,direct
1780885542.391,20,R,422.1,528.9,0.991,direct
1780885542.425,20,L,580.0,487.4,0.978,direct
1780885542.426,20,R,422.6,529.0,0.989,direct
1780885542.458,20,L,578.6,488.7,0.978,direct
1780885542.458,20,R,422.9,529.1,0.989,direct
1780885542.490,20,L,577.2,491.0,0.980,direct
1780885542.490,20,R,424.7,527.8,0.986,direct
1780885542.519,20,L,576.0,493.2,0.980,direct
1780885542.519,20,R,426.0,526.1,0.986,direct
1780885542.553,20,L,574.1,496.6,0.968,direct
1780885542.553,20,R,428.2,524.4,0.974,direct
1780885542.582,20,L,572.6,499.2,0.968,direct
1780885542.582,20,R,430.0,523.2,0.974,direct
1780885542.616,20,L,570.6,501.8,0.963,direct
1780885542.616,20,R,431.9,523.5,0.971,direct
1780885542.644,20,L,569.2,503.6,0.963,direct
1780885542.644,20,R,433.3,524.0,0.971,direct
1780885542.678,20,L,566.3,507.0,0.952,direct
1780885542.678,20,R,433.8,523.6,0.960,direct
1780885542.707,20,L,564.1,509.7,0.952,direct
1780885542.707,20,R,434.0,523.2,0.960,direct
1780885542.740,20,L,561.7,512.1,0.952,direct
1780885542.740,20,R,434.2,522.1,0.957,direct
1780885542.770,20,L,559.9,513.6,0.952,direct
1780885542.770,20,R,434.3,521.5,0.957,direct
1780885542.805,20,L,558.1,516.1,0.944,direct
1780885542.805,20,R,433.8,519.2,0.953,direct
1780885542.834,20,L,556.9,517.9,0.944,direct
1780885542.834,20,R,433.5,517.9,0.953,direct
1780885542.868,20,L,555.6,520.3,0.932,direct
1780885542.868,20,R,433.4,517.2,0.940,direct
1780885542.896,20,L,554.7,522.2,0.932,direct
1780885542.896,20,R,433.3,516.7,0.940,direct
1780885542.958,20,L,553.4,524.6,0.947,direct
1780885542.958,20,R,433.6,516.6,0.957,direct
1780885542.992,20,L,553.1,525.5,0.947,direct
1780885542.992,20,R,433.9,516.9,0.961,direct
1780885543.021,20,L,553.5,525.5,0.947,direct
1780885543.021,20,R,434.2,517.1,0.961,direct
1780885543.057,20,L,553.1,526.0,0.958,direct
1780885543.057,20,R,435.4,517.4,0.974,direct
1780885543.086,20,L,552.7,526.4,0.958,direct
1780885543.086,20,R,436.1,517.5,0.974,direct
1780885543.119,20,L,552.3,526.0,0.965,direct
1780885543.119,20,R,437.3,517.9,0.976,direct
1780885543.153,20,L,551.9,525.3,0.965,direct
1780885543.153,20,R,438.0,518.0,0.976,direct
1780885543.196,20,L,551.6,524.6,0.965,direct
1780885543.196,20,R,438.7,518.0,0.978,direct
1780885543.228,20,L,551.6,523.9,0.965,direct
1780885543.228,20,R,439.2,517.9,0.978,direct
1780885543.258,20,L,551.4,523.6,0.967,direct
1780885543.258,20,R,439.6,518.0,0.979,direct
1780885543.290,20,L,551.5,522.7,0.967,direct
1780885543.290,20,R,439.9,518.2,0.979,direct
1780885543.320,20,L,551.7,522.7,0.979,direct
1780885543.320,20,R,440.1,518.5,0.987,direct
1780885543.352,20,L,551.9,523.0,0.979,direct
1780885543.352,20,R,440.2,518.8,0.987,direct
1780885543.383,20,L,553.0,522.9,0.981,direct
1780885543.383,20,R,440.5,518.9,0.988,direct
1780885543.414,20,L,553.5,523.2,0.981,direct
1780885543.414,20,R,441.0,518.9,0.988,direct
1780885543.446,20,L,554.4,523.7,0.980,direct
1780885543.446,20,R,442.3,518.6,0.988,direct
1780885543.476,20,L,554.8,524.2,0.980,direct
1780885543.476,20,R,443.0,518.4,0.988,direct
1780885543.508,20,L,555.7,525.0,0.978,direct
1780885543.508,20,R,443.5,518.5,0.987,direct
1780885543.558,20,L,555.9,526.4,0.980,direct
1780885543.558,20,R,444.3,518.6,0.987,direct
1780885543.591,20,L,555.9,527.2,0.980,direct
1780885543.592,20,R,444.8,518.7,0.987,direct
1780885543.622,20,L,555.8,527.9,0.977,direct
1780885543.622,20,R,445.2,518.7,0.985,direct
1780885543.654,20,L,555.6,528.5,0.977,direct
1780885543.654,20,R,445.5,518.8,0.985,direct
1780885543.684,20,L,555.5,529.0,0.968,direct
1780885543.684,20,R,445.7,518.7,0.980,direct
1780885543.718,20,L,555.5,529.4,0.968,direct
1780885543.718,20,R,445.8,518.5,0.980,direct
1780885543.747,20,L,555.5,529.8,0.971,direct
1780885543.747,20,R,445.6,516.7,0.981,direct
1780885543.780,20,L,555.4,530.3,0.971,direct
1780885543.780,20,R,446.0,515.2,0.981,direct
1780885543.809,20,L,555.2,530.9,0.968,direct
1780885543.809,20,R,446.4,515.2,0.978,direct
1780885543.844,20,L,555.0,531.7,0.968,direct
1780885543.844,20,R,446.8,515.4,0.978,direct
1780885543.872,20,L,554.8,532.2,0.970,direct
1780885543.872,20,R,447.2,515.6,0.979,direct
1780885543.906,20,L,554.8,532.6,0.970,direct
1780885543.907,20,R,447.5,515.8,0.979,direct
1780885543.936,20,L,554.7,532.9,0.967,direct
1780885543.936,20,R,448.0,516.0,0.977,direct
1780885543.970,20,L,554.6,533.4,0.967,direct
1780885543.970,20,R,449.1,516.9,0.977,direct
1780885544.000,20,L,554.5,533.6,0.967,direct
1780885544.000,20,R,449.8,517.5,0.976,direct
1780885544.034,20,L,554.4,533.8,0.967,direct
1780885544.034,20,R,450.8,518.4,0.976,direct
1780885544.066,20,L,554.2,534.0,0.969,direct
1780885544.066,20,R,452.2,519.1,0.975,direct
1780885544.096,20,L,553.9,534.1,0.969,direct
1780885544.096,20,R,452.9,519.4,0.975,direct
1780885544.156,20,L,553.3,531.9,0.965,direct
1780885544.156,20,R,456.1,519.2,0.975,direct
1780885544.191,20,L,553.0,532.1,0.962,direct
1780885544.191,20,R,457.4,520.6,0.973,direct
1780885544.223,20,L,552.8,532.3,0.962,direct
1780885544.223,20,R,458.3,521.9,0.973,direct
1780885544.255,20,L,552.8,532.8,0.916,direct
1780885544.255,20,R,462.4,525.3,0.943,direct
1780885544.286,20,L,552.8,533.4,0.916,direct
1780885544.286,20,R,465.8,527.9,0.943,direct
1780885544.320,20,L,554.4,533.8,0.934,direct
1780885544.320,20,R,471.3,529.2,0.957,direct
1780885544.351,20,L,555.0,533.9,0.934,direct
1780885544.351,20,R,475.0,529.8,0.957,direct
1780885544.381,20,L,555.1,533.9,0.905,direct
1780885544.381,20,R,485.7,531.5,0.936,direct
1780885544.411,20,L,555.0,533.9,0.905,direct
1780885544.411,20,R,493.5,532.7,0.936,direct
1780885544.442,20,L,554.9,534.0,0.882,direct
1780885544.442,20,R,502.7,535.2,0.922,direct
1780885544.476,20,L,554.7,534.2,0.882,direct
1780885544.476,20,R,509.7,537.2,0.922,direct
1780885544.507,20,L,554.6,534.5,0.671,direct
1780885544.507,20,R,520.4,541.0,0.757,direct
1780885544.535,20,L,554.5,534.8,0.671,direct
1780885544.535,20,R,528.1,543.9,0.757,direct
1780885544.565,20,L,554.4,535.1,0.618,direct
1780885544.565,20,R,535.8,548.0,0.705,direct
1780885544.600,20,L,554.3,535.5,0.618,direct
1780885544.600,20,R,542.1,551.5,0.705,direct
1780885544.657,20,L,554.1,536.1,0.750,direct
1780885544.658,20,R,552.2,557.7,0.827,direct
1780885544.691,20,L,554.0,536.4,0.574,direct
1780885544.691,20,R,559.4,557.9,0.626,direct
1780885544.724,20,L,553.9,536.7,0.574,direct
1780885544.725,20,R,564.9,557.3,0.626,direct
1780885544.753,20,L,563.1,536.3,0.505,direct
1780885544.753,20,R,569.9,560.8,0.559,direct
1780885544.788,20,L,572.1,538.8,0.505,direct
1780885544.788,20,R,574.3,565.0,0.559,direct
1780885544.816,20,L,578.3,548.2,0.256,low_conf_fused
1780885544.816,20,R,579.0,568.2,0.441,direct
1780885544.851,20,L,583.4,557.4,0.256,low_conf_fused
1780885544.851,20,R,583.5,570.8,0.441,direct
1780885544.884,20,L,584.8,564.8,0.204,low_conf_fused
1780885544.884,20,R,586.3,572.5,0.415,direct
1780885544.914,20,L,585.2,569.7,0.204,low_conf_fused
1780885544.914,20,R,588.2,573.6,0.415,direct
1780885544.946,20,L,588.5,569.3,0.271,low_conf_fused
1780885544.946,20,R,588.9,574.4,0.471,direct
1780885544.977,20,L,591.6,568.0,0.271,low_conf_fused
1780885544.978,20,R,589.1,575.1,0.471,direct
1780885545.009,20,L,596.2,569.2,0.193,low_conf_fused
1780885545.009,20,R,586.5,576.9,0.271,low_conf_fused
1780885545.042,20,L,600.0,570.8,0.193,low_conf_fused
1780885545.042,20,R,584.4,578.7,0.271,low_conf_fused
1780885545.074,20,L,600.2,571.3,0.350,extrapolated
1780885545.074,20,R,581.6,580.5,0.217,low_conf_fused
1780885545.103,20,L,600.4,571.7,0.350,extrapolated
1780885545.103,20,R,579.6,581.7,0.217,low_conf_fused
1780885545.136,20,L,600.6,572.1,0.350,extrapolated
1780885545.136,20,R,580.2,582.5,0.350,extrapolated
1780885545.166,20,L,600.7,572.6,0.350,extrapolated
1780885545.166,20,R,580.9,583.3,0.350,extrapolated
1780885545.200,20,L,600.9,573.0,0.350,extrapolated
1780885545.200,20,R,581.5,584.2,0.350,extrapolated
1780885545.231,20,L,601.1,573.5,0.350,extrapolated
1780885545.231,20,R,582.1,585.0,0.350,extrapolated
1780885545.294,20,L,601.4,574.4,0.350,extrapolated
1780885545.294,20,R,583.4,586.6,0.350,extrapolated
1780885545.324,20,L,601.6,574.8,0.350,extrapolated
1780885545.324,20,R,584.0,587.4,0.350,extrapolated
1780885545.359,20,L,601.8,575.3,0.350,extrapolated
1780885545.359,20,R,584.7,588.3,0.350,extrapolated
1780885545.388,20,L,601.9,575.7,0.350,extrapolated
1780885545.388,20,R,585.3,589.0,0.350,extrapolated
1780885545.418,20,L,602.1,576.1,0.350,extrapolated
1780885545.418,20,R,585.9,589.8,0.350,extrapolated
1780885545.451,20,L,602.3,576.6,0.350,extrapolated
1780885545.451,20,R,586.6,590.7,0.350,extrapolated
1780885545.484,20,L,602.5,577.0,0.350,extrapolated
1780885545.484,20,R,587.2,591.5,0.350,extrapolated
1780885545.513,20,L,602.6,577.4,0.350,extrapolated
1780885545.513,20,R,587.8,592.3,0.350,extrapolated
1780885545.549,20,L,602.8,578.0,0.350,extrapolated
1780885545.549,20,R,588.5,593.2,0.350,extrapolated
1780885545.577,20,L,603.0,578.3,0.350,extrapolated
1780885545.577,20,R,589.1,593.9,0.350,extrapolated
1780885545.611,20,L,603.2,578.8,0.350,extrapolated
1780885545.611,20,R,589.8,594.8,0.350,extrapolated
1780885545.643,20,L,603.3,579.3,0.350,extrapolated
1780885545.643,20,R,590.4,595.7,0.350,extrapolated
1780885545.673,20,L,603.5,579.7,0.350,extrapolated
1780885545.674,20,R,591.0,596.4,0.350,extrapolated
1780885545.707,20,L,603.7,580.2,0.350,extrapolated
1780885545.707,20,R,591.7,597.3,0.350,extrapolated
1780885545.737,20,L,603.9,580.6,0.350,extrapolated
1780885545.737,20,R,592.3,598.1,0.350,extrapolated
1780885545.769,20,L,604.0,581.1,0.350,extrapolated
1780885545.769,20,R,592.9,598.9,0.350,extrapolated
1780885545.799,20,L,604.2,581.5,0.350,extrapolated
1780885545.799,20,R,593.5,599.7,0.350,extrapolated
1780885545.836,20,L,604.4,582.0,0.350,extrapolated
1780885545.836,20,R,594.3,600.7,0.350,extrapolated
1780885545.867,20,L,604.6,582.4,0.350,extrapolated
1780885545.867,20,R,594.9,601.5,0.350,extrapolated
1780885545.925,20,L,604.9,583.2,0.350,extrapolated
1780885545.925,20,R,596.0,603.0,0.350,extrapolated
1780885545.959,20,L,605.1,583.7,0.350,extrapolated
1780885545.959,20,R,596.7,603.8,0.350,extrapolated
1780885545.991,20,L,605.3,584.2,0.350,extrapolated
1780885545.991,20,R,597.4,604.7,0.350,extrapolated
1780885546.022,20,L,605.4,584.6,0.350,extrapolated
1780885546.022,20,R,598.0,605.5,0.350,extrapolated
1780885546.052,20,L,605.6,585.0,0.350,extrapolated
1780885546.052,20,R,598.6,606.2,0.350,extrapolated
1780885546.085,20,L,605.8,585.5,0.350,extrapolated
1780885546.085,20,R,599.3,607.1,0.350,extrapolated
1780885546.114,20,L,605.9,585.9,0.350,extrapolated
1780885546.114,20,R,599.8,607.9,0.350,extrapolated
1780885546.146,20,L,606.1,586.4,0.350,extrapolated
1780885546.146,20,R,600.5,608.7,0.350,extrapolated
1780885546.177,20,L,606.3,586.8,0.350,extrapolated
1780885546.177,20,R,601.1,609.5,0.350,extrapolated
1780885546.213,20,L,606.5,587.3,0.350,extrapolated
1780885546.213,20,R,601.8,610.4,0.350,extrapolated
1780885546.243,20,L,606.7,587.7,0.350,extrapolated
1780885546.243,20,R,602.4,611.2,0.350,extrapolated
1780885546.276,20,L,606.8,588.2,0.350,extrapolated
1780885546.276,20,R,603.1,612.0,0.350,extrapolated
1780885546.307,20,L,607.0,588.6,0.350,extrapolated
1780885546.307,20,R,603.7,612.9,0.350,extrapolated
1780885546.336,20,L,607.2,589.1,0.350,extrapolated
1780885546.336,20,R,604.3,613.6,0.350,extrapolated
1780885546.369,20,L,607.3,589.5,0.350,extrapolated
1780885546.369,20,R,604.9,614.5,0.350,extrapolated
1780885546.369,23,L,1016.7,483.2,0.204,low_conf_fused
1780885546.369,23,R,1013.6,484.5,0.442,direct
1780885546.400,20,L,607.5,589.9,0.100,predicted
1780885546.400,20,R,605.4,615.1,0.100,predicted
1780885546.428,20,L,607.6,590.1,0.100,predicted
1780885546.429,20,R,605.8,615.6,0.100,predicted
1780885546.652,20,L,608.2,591.6,0.100,predicted
1780885546.652,20,R,607.9,618.2,0.100,predicted
1780885546.684,20,L,608.2,591.7,0.100,predicted
1780885546.684,20,R,608.1,618.6,0.100,predicted
1780885546.778,20,L,608.4,592.2,0.100,predicted
1780885546.778,20,R,608.7,619.4,0.100,predicted
1780885546.811,20,L,608.4,592.3,0.100,predicted
1780885546.811,20,R,608.9,619.6,0.100,predicted
1780885546.843,20,L,608.5,592.4,0.100,predicted
1780885546.843,20,R,609.0,619.8,0.100,predicted
1780885574.376,25,L,728.0,562.7,0.608,direct
1780885574.376,25,R,788.5,564.2,0.580,direct
1780885574.406,25,L,728.0,562.7,0.608,direct
1780885574.406,25,R,788.5,564.2,0.580,direct
1780885574.438,25,L,735.1,560.2,0.441,direct
1780885574.438,25,R,788.5,564.2,0.257,low_conf_fused
1780885574.472,25,L,739.6,558.6,0.441,direct
1780885574.472,25,R,788.5,564.2,0.257,low_conf_fused
1780885578.732,29,L,784.1,500.4,0.456,direct
1780885578.732,29,R,775.0,522.2,0.240,low_conf_fused
1780885578.764,29,L,784.1,500.4,0.456,direct
1780885578.764,29,R,775.0,522.2,0.240,low_conf_fused
1780885578.825,29,L,784.1,500.4,0.350,predicted
1780885578.825,29,R,775.0,522.2,0.350,predicted
1780885578.857,29,L,784.1,500.4,0.300,predicted
1780885578.857,29,R,775.0,522.2,0.300,predicted
1780885578.888,29,L,784.1,500.4,0.250,predicted
1780885578.888,29,R,775.0,522.2,0.250,predicted
1780885578.920,29,L,784.1,500.4,0.200,predicted
1780885578.920,29,R,775.0,522.2,0.200,predicted
1780885578.950,29,L,784.1,500.4,0.150,predicted
1780885578.950,29,R,775.0,522.2,0.150,predicted
1780885578.982,29,L,784.1,500.4,0.100,predicted
1780885578.982,29,R,775.0,522.2,0.100,predicted
1780885579.493,27,R,597.6,576.0,0.182,low_conf_fused
1780885579.524,27,R,597.6,576.0,0.182,low_conf_fused
1780885579.555,27,R,597.6,576.0,0.350,predicted
1780885579.589,27,R,597.6,576.0,0.300,predicted
1780885579.618,27,L,565.5,572.7,0.276,low_conf_fused
1780885579.618,27,R,597.6,576.0,0.500,direct
1780885579.650,27,L,565.5,572.7,0.276,low_conf_fused
1780885579.650,27,R,597.6,576.0,0.500,direct
1780885579.680,27,L,567.6,568.2,0.500,direct
1780885579.680,27,R,597.6,576.0,0.586,direct
1780885579.713,27,L,568.9,565.5,0.500,direct
1780885579.713,27,R,597.6,576.0,0.586,direct
1780885579.745,27,L,570.4,562.3,0.589,direct
1780885579.745,27,R,597.6,576.0,0.729,direct
1780885579.776,27,L,571.4,560.1,0.589,direct
1780885579.776,27,R,597.6,576.0,0.729,direct
1780885579.808,27,L,572.6,558.4,0.751,direct
1780885579.808,27,R,597.6,576.0,0.853,direct
1780885579.841,27,L,573.6,557.2,0.751,direct
1780885579.841,27,R,597.6,576.0,0.853,direct
1780885579.873,27,L,574.9,555.4,0.797,direct
1780885579.873,27,R,597.6,576.0,0.892,direct
1780885579.903,27,L,576.0,553.8,0.797,direct
1780885579.903,27,R,597.6,576.0,0.892,direct
1780885579.937,27,L,574.6,550.4,0.919,direct
1780885579.937,27,R,597.6,576.0,0.963,direct
1780885579.967,27,L,572.9,547.6,0.919,direct
1780885579.967,27,R,597.6,576.0,0.963,direct
1780885579.999,27,L,572.3,547.1,0.919,direct
1780885579.999,27,R,597.6,576.0,0.956,direct
1780885580.028,27,L,572.1,546.9,0.919,direct
1780885580.028,27,R,597.6,576.0,0.956,direct
1780885580.090,27,L,569.6,544.6,0.896,direct
1780885580.090,27,R,597.6,576.0,0.942,direct
1780885580.125,27,L,566.7,543.3,0.911,direct
1780885580.125,27,R,597.6,576.0,0.945,direct
1780885580.155,27,L,564.6,542.7,0.911,direct
1780885580.155,27,R,597.6,576.0,0.945,direct
1780885580.190,27,L,561.5,542.0,0.920,direct
