ts,pid,side,x,y,conf,source
1780661749.746,1,L,606.2,412.5,0.736,direct
1780661749.746,1,R,627.3,461.9,0.741,direct
1780661749.782,0,L,587.0,428.4,0.925,direct
1780661749.782,0,R,398.3,463.9,0.930,direct
1780661749.783,1,L,606.2,412.5,0.736,direct
1780661749.783,1,R,627.3,461.9,0.741,direct
1780661749.821,0,L,622.1,413.0,0.931,direct
1780661749.821,0,R,398.1,463.6,0.954,direct
1780661749.862,0,L,622.4,412.9,0.931,direct
1780661749.862,0,R,397.8,463.3,0.954,direct
1780661749.911,0,L,660.8,395.3,0.815,direct
1780661749.911,0,R,397.6,463.1,0.831,direct
1780661749.911,1,L,556.1,397.2,0.742,direct
1780661749.911,1,R,568.3,404.1,0.701,direct
1780661749.946,0,L,670.3,390.3,0.817,direct
1780661749.946,0,R,397.4,462.8,0.862,direct
1780661749.946,1,L,528.9,385.3,0.595,direct
1780661749.946,1,R,604.0,401.5,0.603,direct
1780661749.981,0,L,670.3,390.2,0.817,direct
1780661749.981,0,R,397.1,462.5,0.862,direct
1780661749.981,1,L,528.8,385.3,0.595,direct
1780661749.981,1,R,604.2,401.5,0.603,direct
1780661750.020,0,L,560.7,393.7,0.484,direct
1780661750.020,0,R,396.9,462.3,0.428,direct
1780661750.021,1,L,528.7,385.2,0.350,predicted
1780661750.021,1,R,604.4,401.5,0.350,predicted
1780661750.021,2,L,466.3,493.4,0.848,direct
1780661750.021,2,R,448.2,513.3,0.893,direct
1780661750.065,0,L,604.7,408.9,0.862,direct
1780661750.065,0,R,396.7,462.0,0.918,direct
1780661750.066,1,L,528.6,385.2,0.300,predicted
1780661750.066,1,R,604.6,401.5,0.300,predicted
1780661750.066,2,L,466.3,493.4,0.568,direct
1780661750.066,2,R,448.2,513.3,0.527,direct
1780661750.114,0,L,605.0,409.0,0.862,direct
1780661750.114,0,R,396.4,461.7,0.918,direct
1780661750.114,1,L,528.6,385.2,0.250,predicted
1780661750.114,1,R,604.7,401.5,0.250,predicted
1780661750.114,2,L,466.3,493.4,0.568,direct
1780661750.114,2,R,448.2,513.3,0.527,direct
1780661750.161,0,L,596.3,412.3,0.865,direct
1780661750.161,0,R,396.2,461.5,0.910,direct
1780661750.161,1,L,579.7,288.3,0.617,direct
1780661750.161,1,R,604.8,401.5,0.560,direct
1780661750.162,2,L,466.3,493.4,0.350,predicted
1780661750.162,2,R,448.2,513.3,0.350,predicted
1780661750.200,0,L,596.2,412.3,0.865,direct
1780661750.200,0,R,395.9,461.2,0.910,direct
1780661750.200,1,L,580.1,287.6,0.617,direct
1780661750.200,1,R,604.9,401.5,0.560,direct
1780661750.200,2,L,466.3,493.4,0.300,predicted
1780661750.200,2,R,448.2,513.3,0.300,predicted
1780661750.238,0,L,596.5,360.3,0.875,direct
1780661750.238,0,R,395.7,460.9,0.810,direct
1780661750.238,1,L,580.4,286.9,0.807,direct
1780661750.238,1,R,577.3,451.1,0.860,direct
1780661750.282,0,L,596.5,359.8,0.875,direct
1780661750.282,0,R,395.5,460.7,0.810,direct
1780661750.282,1,L,580.8,286.2,0.807,direct
1780661750.282,1,R,577.1,451.4,0.860,direct
1780661750.316,0,L,599.4,371.1,0.712,direct
1780661750.316,0,R,395.2,460.4,0.659,direct
1780661750.316,1,L,581.2,285.4,0.833,direct
1780661750.317,1,R,586.3,456.2,0.896,direct
1780661750.353,0,L,599.5,371.2,0.712,direct
1780661750.353,0,R,395.0,460.1,0.659,direct
1780661750.354,1,L,581.6,284.7,0.833,direct
1780661750.354,1,R,586.4,456.3,0.896,direct
1780661750.391,0,L,597.6,357.8,0.929,direct
1780661750.391,0,R,394.8,459.8,0.899,direct
1780661750.391,1,L,582.0,284.0,0.834,direct
1780661750.392,1,R,588.0,456.0,0.895,direct
1780661750.428,0,L,606.1,364.3,0.906,direct
1780661750.428,0,R,394.5,459.6,0.886,direct
1780661750.429,1,L,582.3,283.3,0.798,direct
1780661750.429,1,R,584.4,448.5,0.861,direct
1780661750.474,0,L,606.1,364.4,0.906,direct
1780661750.474,0,R,394.3,459.3,0.886,direct
1780661750.474,1,L,582.7,282.5,0.798,direct
1780661750.474,1,R,584.3,448.4,0.861,direct
1780661750.513,0,L,609.5,375.8,0.865,direct
1780661750.513,0,R,394.1,459.0,0.827,direct
1780661750.551,0,L,609.5,375.9,0.865,direct
1780661750.551,0,R,393.8,458.8,0.827,direct
1780661750.595,0,L,595.3,392.2,0.574,direct
1780661750.595,0,R,393.6,458.5,0.537,direct
1780661750.628,0,L,595.0,392.6,0.350,predicted
1780661750.628,0,R,393.4,458.3,0.350,predicted
1780661750.628,1,L,595.2,393.6,0.680,direct
1780661750.628,1,R,596.1,402.7,0.643,direct
1780661750.665,0,L,594.8,393.0,0.300,predicted
1780661750.665,0,R,393.3,458.2,0.300,predicted
1780661750.665,1,L,595.2,394.1,0.680,direct
1780661750.665,1,R,596.2,402.3,0.643,direct
1780661750.706,0,L,606.0,372.8,0.635,direct
1780661750.706,0,R,393.2,458.0,0.617,direct
1780661750.742,0,L,606.1,372.8,0.635,direct
1780661750.742,0,R,393.0,457.8,0.617,direct
1780661750.783,0,L,600.5,389.8,0.669,direct
1780661750.783,0,R,392.9,457.7,0.677,direct
1780661750.784,1,L,595.3,394.5,0.350,predicted
1780661750.784,1,R,596.3,402.0,0.350,predicted
1780661750.820,0,L,600.4,389.9,0.669,direct
1780661750.820,0,R,392.8,457.5,0.677,direct
1780661750.820,1,L,595.3,394.8,0.300,predicted
1780661750.820,1,R,596.4,401.7,0.300,predicted
1780661750.859,0,L,600.4,390.1,0.350,predicted
1780661750.859,0,R,392.7,457.4,0.350,predicted
1780661750.859,1,L,600.7,378.8,0.603,direct
1780661750.859,1,R,596.4,401.5,0.563,direct
1780661750.894,0,L,600.4,390.1,0.300,predicted
1780661750.894,0,R,392.6,457.3,0.300,predicted
1780661750.894,1,L,600.8,378.7,0.603,direct
1780661750.894,1,R,596.5,401.2,0.563,direct
1780661750.932,0,L,596.4,375.7,0.621,direct
1780661750.932,0,R,392.5,457.3,0.593,direct
1780661750.975,0,L,599.2,411.2,0.821,direct
1780661750.975,0,R,392.4,457.2,0.884,direct
1780661750.975,1,L,600.7,360.4,0.715,direct
1780661750.975,1,R,596.6,401.0,0.745,direct
1780661751.011,0,L,599.2,411.4,0.821,direct
1780661751.011,0,R,392.4,457.1,0.884,direct
1780661751.011,1,L,600.7,360.2,0.715,direct
1780661751.012,1,R,596.6,400.8,0.745,direct
1780661751.055,0,L,648.1,393.4,0.837,direct
1780661751.055,0,R,392.3,457.0,0.909,direct
1780661751.055,1,L,600.7,360.0,0.223,low_conf_fused
1780661751.055,1,R,596.7,400.5,0.191,low_conf_fused
1780661751.088,0,L,648.6,393.2,0.837,direct
1780661751.088,0,R,392.2,456.9,0.909,direct
1780661751.088,1,L,600.7,359.8,0.223,low_conf_fused
1780661751.088,1,R,596.7,400.3,0.191,low_conf_fused
1780661751.124,0,L,638.6,403.6,0.864,direct
1780661751.124,0,R,392.1,456.8,0.923,direct
1780661751.124,1,L,602.5,367.2,0.638,direct
1780661751.124,1,R,564.5,369.2,0.667,direct
1780661751.159,0,L,638.5,403.7,0.864,direct
1780661751.159,0,R,392.1,456.8,0.923,direct
1780661751.160,1,L,602.5,367.3,0.638,direct
1780661751.160,1,R,564.4,369.1,0.667,direct
1780661751.194,0,L,603.3,411.5,0.839,direct
1780661751.194,0,R,392.0,456.7,0.891,direct
1780661751.195,1,L,602.5,367.5,0.219,low_conf_fused
1780661751.195,1,R,564.3,369.0,0.227,low_conf_fused
1780661751.245,0,L,602.9,411.6,0.839,direct
1780661751.245,0,R,391.9,456.6,0.891,direct
1780661751.246,1,L,602.6,367.6,0.219,low_conf_fused
1780661751.246,1,R,564.1,368.8,0.227,low_conf_fused
1780661751.281,0,L,636.8,399.5,0.862,direct
1780661751.281,0,R,391.8,456.5,0.934,direct
1780661751.316,0,L,643.5,399.5,0.879,direct
1780661751.316,0,R,391.8,456.4,0.938,direct
1780661751.316,1,L,592.7,396.2,0.753,direct
1780661751.316,1,R,589.4,408.4,0.768,direct
1780661751.353,0,L,643.6,399.5,0.879,direct
1780661751.353,0,R,391.7,456.3,0.938,direct
1780661751.353,1,L,592.7,396.4,0.753,direct
1780661751.353,1,R,589.6,408.7,0.768,direct
1780661751.402,0,L,624.7,402.7,0.862,direct
1780661751.403,0,R,391.6,456.2,0.904,direct
1780661751.403,1,L,597.1,390.2,0.746,direct
1780661751.403,1,R,589.9,401.5,0.768,direct
1780661751.439,0,L,624.5,402.8,0.862,direct
1780661751.439,0,R,391.6,456.2,0.904,direct
1780661751.439,1,L,597.2,390.1,0.746,direct
1780661751.439,1,R,589.9,401.4,0.768,direct
1780661751.481,0,L,591.3,415.4,0.727,direct
1780661751.481,0,R,391.5,456.1,0.765,direct
1780661751.481,1,L,600.9,382.3,0.750,direct
1780661751.481,1,R,518.8,369.9,0.771,direct
1780661751.529,0,L,593.9,388.3,0.761,direct
1780661751.529,0,R,391.4,456.0,0.771,direct
1780661751.530,1,L,588.1,413.6,0.733,direct
1780661751.530,1,R,581.6,446.6,0.761,direct
1780661751.566,0,L,593.9,388.1,0.761,direct
1780661751.566,0,R,391.3,455.9,0.771,direct
1780661751.566,1,L,588.1,413.8,0.733,direct
1780661751.566,1,R,582.0,447.1,0.761,direct
1780661751.604,0,L,595.6,419.2,0.752,direct
1780661751.604,0,R,391.3,455.8,0.812,direct
1780661751.604,1,L,578.0,340.1,0.811,direct
1780661751.604,1,R,582.5,447.7,0.830,direct
1780661751.649,0,L,595.7,419.5,0.752,direct
1780661751.649,0,R,391.2,455.7,0.812,direct
1780661751.649,1,L,577.9,339.4,0.811,direct
1780661751.649,1,R,583.0,448.3,0.830,direct
1780661751.702,0,L,607.6,416.8,0.847,direct
1780661751.702,0,R,391.1,455.6,0.909,direct
1780661751.702,1,L,573.7,316.7,0.869,direct
1780661751.702,1,R,583.5,448.9,0.836,direct
1780661751.746,0,L,607.7,416.7,0.847,direct
1780661751.746,0,R,391.0,455.6,0.909,direct
1780661751.746,1,L,573.6,316.5,0.869,direct
1780661751.746,1,R,584.0,449.5,0.836,direct
1780661751.789,0,L,615.5,409.7,0.854,direct
1780661751.789,0,R,391.0,455.5,0.916,direct
1780661751.824,0,L,595.3,411.9,0.736,direct
1780661751.824,0,R,390.9,455.4,0.819,direct
1780661751.858,0,L,595.2,411.9,0.736,direct
1780661751.858,0,R,390.8,455.3,0.819,direct
1780661751.895,0,L,601.9,404.8,0.740,direct
1780661751.895,0,R,390.7,455.2,0.853,direct
1780661751.932,0,L,602.0,404.6,0.740,direct
1780661751.932,0,R,390.7,455.1,0.853,direct
1780661751.967,0,L,610.4,403.3,0.836,direct
1780661751.967,0,R,390.6,455.0,0.917,direct
1780661752.009,0,L,604.0,397.1,0.848,direct
1780661752.009,0,R,390.5,455.0,0.918,direct
1780661752.010,1,L,577.1,369.7,0.795,direct
1780661752.010,1,R,584.5,450.2,0.799,direct
1780661752.047,0,L,603.9,397.0,0.848,direct
1780661752.047,0,R,390.4,454.9,0.918,direct
1780661752.047,1,L,577.1,370.3,0.795,direct
1780661752.048,1,R,585.0,450.8,0.799,direct
1780661752.083,0,L,596.5,409.0,0.669,direct
1780661752.083,0,R,390.4,454.8,0.780,direct
1780661752.117,0,L,596.4,409.1,0.669,direct
1780661752.117,0,R,390.3,454.7,0.780,direct
1780661752.160,0,L,596.6,407.5,0.671,direct
1780661752.160,0,R,390.2,454.6,0.789,direct
1780661752.197,0,L,596.6,407.2,0.671,direct
1780661752.197,0,R,390.1,454.5,0.789,direct
1780661752.246,0,L,593.7,409.2,0.673,direct
1780661752.246,0,R,390.1,454.5,0.781,direct
1780661752.247,1,L,563.9,293.7,0.881,direct
1780661752.247,1,R,585.5,451.4,0.849,direct
1780661752.281,0,L,593.6,409.3,0.673,direct
1780661752.281,0,R,390.0,454.4,0.781,direct
1780661752.281,1,L,563.8,293.0,0.881,direct
1780661752.281,1,R,586.0,452.0,0.849,direct
1780661752.316,0,L,602.8,400.4,0.858,direct
1780661752.316,0,R,389.9,454.3,0.918,direct
1780661752.352,0,L,602.9,400.3,0.858,direct
1780661752.352,0,R,389.8,454.2,0.918,direct
1780661752.387,0,L,600.7,405.5,0.877,direct
1780661752.387,0,R,389.8,454.1,0.934,direct
1780661752.434,0,L,600.7,405.7,0.877,direct
1780661752.434,0,R,389.7,454.0,0.934,direct
1780661752.480,0,L,617.8,397.3,0.873,direct
1780661752.480,0,R,389.6,453.9,0.945,direct
1780661752.523,0,L,621.0,396.1,0.877,direct
1780661752.523,0,R,389.5,453.9,0.945,direct
1780661752.561,0,L,603.2,401.6,0.870,direct
1780661752.561,0,R,389.5,453.8,0.936,direct
1780661752.605,0,L,603.0,401.6,0.870,direct
1780661752.605,0,R,389.4,453.7,0.936,direct
1780661752.649,0,L,597.4,409.0,0.715,direct
1780661752.649,0,R,389.3,453.6,0.819,direct
1780661752.687,0,L,597.3,409.1,0.715,direct
1780661752.687,0,R,389.3,453.5,0.819,direct
1780661752.730,0,L,595.8,403.7,0.749,direct
1780661752.730,0,R,389.2,453.4,0.845,direct
1780661752.777,0,L,595.7,403.6,0.749,direct
1780661752.777,0,R,389.1,453.3,0.845,direct
1780661752.814,0,L,596.3,416.3,0.849,direct
1780661752.814,0,R,389.0,453.3,0.921,direct
1780661752.845,0,L,596.3,416.5,0.849,direct
1780661752.845,0,R,389.0,453.2,0.921,direct
1780661752.882,0,L,604.8,414.0,0.861,direct
1780661752.882,0,R,388.9,453.1,0.927,direct
1780661752.933,0,L,604.9,414.0,0.861,direct
1780661752.933,0,R,388.8,453.0,0.927,direct
1780661752.978,0,L,598.9,410.9,0.836,direct
1780661752.979,0,R,388.7,452.9,0.922,direct
1780661753.027,0,L,605.2,412.3,0.845,direct
1780661753.027,0,R,388.7,452.8,0.922,direct
1780661753.061,0,L,620.7,393.5,0.886,direct
1780661753.061,0,R,388.6,452.8,0.960,direct
1780661753.095,0,L,620.8,393.4,0.886,direct
1780661753.095,0,R,388.5,452.7,0.960,direct
1780661753.130,0,L,615.6,397.0,0.866,direct
1780661753.130,0,R,388.4,452.6,0.951,direct
1780661753.131,1,L,563.7,292.2,0.675,direct
1780661753.131,1,R,586.5,452.6,0.708,direct
1780661753.182,0,L,615.6,397.0,0.866,direct
1780661753.182,0,R,388.4,452.5,0.951,direct
1780661753.182,1,L,563.6,291.5,0.675,direct
1780661753.182,1,R,587.0,453.2,0.708,direct
1780661753.227,0,L,616.1,401.2,0.848,direct
1780661753.227,0,R,388.3,452.4,0.944,direct
1780661753.227,1,L,563.4,290.8,0.678,direct
1780661753.227,1,R,587.5,453.8,0.658,direct
1780661753.263,0,L,616.1,401.3,0.848,direct
1780661753.263,0,R,388.2,452.3,0.944,direct
1780661753.264,1,L,563.3,290.0,0.678,direct
1780661753.264,1,R,588.0,454.4,0.658,direct
1780661753.305,0,L,601.1,416.4,0.814,direct
1780661753.305,0,R,388.1,452.2,0.920,direct
1780661753.340,0,L,601.0,416.6,0.814,direct
1780661753.340,0,R,388.1,452.2,0.920,direct
1780661753.376,0,L,608.5,419.8,0.761,direct
1780661753.376,0,R,388.0,452.1,0.896,direct
1780661753.420,0,L,608.6,419.8,0.761,direct
1780661753.420,0,R,387.9,452.0,0.896,direct
1780661753.451,0,L,631.1,395.1,0.715,direct
1780661753.451,0,R,387.8,451.9,0.883,direct
1780661753.488,0,L,631.3,394.9,0.715,direct
1780661753.488,0,R,387.8,451.8,0.883,direct
1780661753.529,0,L,627.4,402.7,0.776,direct
1780661753.529,0,R,387.7,451.7,0.926,direct
1780661753.565,0,L,620.7,401.2,0.785,direct
1780661753.565,0,R,387.6,451.6,0.918,direct
1780661753.608,0,L,620.6,401.2,0.785,direct
1780661753.608,0,R,387.5,451.6,0.918,direct
1780661753.652,0,L,614.7,409.8,0.754,direct
1780661753.652,0,R,387.5,451.5,0.911,direct
1780661753.688,0,L,601.6,406.1,0.839,direct
1780661753.688,0,R,387.4,451.4,0.939,direct
1780661753.731,0,L,601.5,406.1,0.839,direct
1780661753.731,0,R,387.3,451.3,0.939,direct
1780661753.768,0,L,596.9,417.7,0.823,direct
1780661753.768,0,R,387.2,451.2,0.936,direct
1780661753.811,0,L,596.9,417.8,0.823,direct
1780661753.811,0,R,387.2,451.1,0.936,direct
1780661753.845,0,L,592.2,415.7,0.836,direct
1780661753.845,0,R,387.1,451.0,0.929,direct
1780661753.877,0,L,592.0,415.7,0.836,direct
1780661753.877,0,R,387.0,451.0,0.929,direct
1780661753.913,0,L,617.9,388.1,0.843,direct
1780661753.913,0,R,386.9,450.9,0.944,direct
1780661753.954,0,L,618.2,387.8,0.843,direct
1780661753.954,0,R,386.9,450.8,0.944,direct
1780661753.999,0,L,655.2,386.0,0.844,direct
1780661753.999,0,R,386.8,450.7,0.932,direct
1780661753.999,1,L,563.2,289.3,0.849,direct
1780661753.999,1,R,588.5,455.0,0.838,direct
1780661754.035,0,L,655.6,386.0,0.844,direct
1780661754.035,0,R,386.7,450.6,0.932,direct
1780661754.036,1,L,563.1,288.6,0.849,direct
1780661754.036,1,R,589.0,455.6,0.838,direct
1780661754.078,0,L,655.9,385.9,0.913,direct
1780661754.078,0,R,386.7,450.5,0.892,direct
1780661754.078,1,L,633.5,383.5,0.802,direct
1780661754.078,1,R,578.5,456.6,0.887,direct
1780661754.112,0,L,658.6,384.8,0.820,direct
1780661754.112,0,R,386.6,450.5,0.907,direct
1780661754.112,1,L,596.3,396.1,0.875,direct
1780661754.112,1,R,578.4,457.2,0.897,direct
1780661754.152,0,L,658.6,384.8,0.820,direct
1780661754.152,0,R,386.5,450.4,0.907,direct
1780661754.153,1,L,596.1,396.2,0.875,direct
1780661754.153,1,R,578.4,457.9,0.897,direct
1780661754.186,0,L,645.0,387.0,0.835,direct
1780661754.186,0,R,386.4,450.3,0.891,direct
1780661754.221,0,L,644.9,387.0,0.835,direct
1780661754.221,0,R,386.4,450.2,0.891,direct
1780661754.262,0,L,586.5,450.0,0.976,direct
1780661754.262,0,R,386.3,450.1,0.974,direct
1780661754.298,0,L,586.0,450.6,0.976,direct
1780661754.298,0,R,386.2,450.0,0.974,direct
1780661754.335,0,L,583.3,457.5,0.976,direct
1780661754.335,0,R,386.1,449.9,0.974,direct
1780661754.372,0,L,583.2,457.5,0.976,direct
1780661754.373,0,R,386.1,449.9,0.974,direct
1780661754.421,0,L,584.8,465.6,0.985,direct
1780661754.421,0,R,279.7,443.6,0.984,direct
1780661754.458,0,L,583.4,463.3,0.986,direct
1780661754.458,0,R,291.3,446.4,0.986,direct
1780661754.496,0,L,583.4,463.3,0.986,direct
1780661754.496,0,R,291.4,446.4,0.986,direct
1780661754.532,0,L,580.2,459.4,0.986,direct
1780661754.533,0,R,303.8,440.9,0.986,direct
1780661754.575,0,L,578.5,445.8,0.978,direct
1780661754.575,0,R,316.1,431.3,0.986,direct
1780661754.610,0,L,578.5,445.7,0.978,direct
1780661754.610,0,R,316.2,431.3,0.986,direct
1780661754.645,0,L,577.1,445.5,0.977,direct
1780661754.645,0,R,329.6,428.8,0.987,direct
1780661754.678,0,L,576.8,445.4,0.977,direct
1780661754.678,0,R,329.7,428.8,0.987,direct
1780661754.714,0,L,579.2,444.5,0.973,direct
1780661754.714,0,R,331.8,432.9,0.983,direct
1780661754.762,0,L,579.3,444.5,0.973,direct
1780661754.762,0,R,331.8,433.0,0.983,direct
1780661754.795,0,L,579.3,446.0,0.973,direct
1780661754.795,0,R,336.8,438.1,0.982,direct
1780661754.830,0,L,579.4,446.4,0.973,direct
1780661754.830,0,R,336.9,438.2,0.982,direct
1780661754.863,0,L,577.7,448.7,0.972,direct
1780661754.863,0,R,350.0,436.6,0.979,direct
1780661754.903,0,L,577.6,448.8,0.972,direct
1780661754.903,0,R,350.2,436.6,0.979,direct
1780661754.936,0,L,577.3,449.5,0.949,direct
1780661754.936,0,R,361.2,442.9,0.964,direct
1780661754.968,0,L,577.2,449.6,0.949,direct
1780661754.968,0,R,361.3,443.0,0.964,direct
1780661755.007,0,L,577.6,449.2,0.949,direct
1780661755.007,0,R,372.1,449.1,0.960,direct
1780661755.045,0,L,577.7,449.0,0.949,direct
1780661755.045,0,R,372.2,449.2,0.960,direct
1780661755.081,0,L,574.2,449.1,0.958,direct
1780661755.081,0,R,407.2,463.9,0.972,direct
1780661755.124,0,L,575.1,444.4,0.965,direct
1780661755.124,0,R,417.1,469.3,0.976,direct
1780661755.157,0,L,575.1,444.2,0.965,direct
1780661755.157,0,R,417.2,469.3,0.976,direct
1780661755.194,0,L,572.3,444.0,0.980,direct
1780661755.194,0,R,458.7,483.3,0.988,direct
1780661755.236,0,L,572.1,444.0,0.980,direct
1780661755.236,0,R,459.1,483.4,0.988,direct
1780661755.284,0,L,574.8,456.8,0.963,direct
1780661755.284,0,R,467.3,492.0,0.972,direct
1780661755.318,0,L,576.0,453.4,0.978,direct
1780661755.318,0,R,491.5,485.4,0.987,direct
1780661755.351,0,L,576.0,453.3,0.978,direct
1780661755.351,0,R,491.7,485.3,0.987,direct
1780661755.390,0,L,572.5,453.5,0.957,direct
1780661755.390,0,R,491.1,500.1,0.972,direct
1780661755.440,0,L,572.4,453.5,0.957,direct
1780661755.440,0,R,491.1,500.3,0.972,direct
1780661755.473,0,L,573.1,447.4,0.979,direct
1780661755.473,0,R,494.9,495.8,0.986,direct
1780661755.508,0,L,573.1,447.3,0.979,direct
1780661755.508,0,R,495.0,495.8,0.986,direct
1780661755.548,0,L,576.7,448.4,0.991,direct
1780661755.548,0,R,500.9,497.8,0.992,direct
1780661755.582,0,L,576.9,448.5,0.991,direct
1780661755.582,0,R,501.0,497.9,0.992,direct
1780661755.617,0,L,576.4,448.4,0.987,direct
1780661755.617,0,R,503.1,504.2,0.992,direct
1780661755.660,0,L,576.4,455.1,0.979,direct
1780661755.660,0,R,503.6,513.6,0.991,direct
1780661755.697,0,L,576.4,455.3,0.979,direct
1780661755.697,0,R,503.6,513.7,0.991,direct
1780661755.741,0,L,574.8,452.9,0.983,direct
1780661755.741,0,R,504.5,506.4,0.990,direct
1780661755.742,1,L,595.9,396.2,0.350,predicted
1780661755.742,1,R,578.3,458.3,0.350,predicted
1780661755.778,0,L,574.7,452.8,0.983,direct
1780661755.778,0,R,504.6,506.2,0.990,direct
1780661755.778,1,L,595.7,396.3,0.300,predicted
1780661755.778,1,R,578.2,458.7,0.300,predicted
1780661755.816,0,L,573.1,449.4,0.983,direct
1780661755.816,0,R,503.4,502.9,0.991,direct
1780661755.868,0,L,573.0,449.2,0.983,direct
1780661755.868,0,R,503.4,502.8,0.991,direct
1780661755.906,0,L,573.8,449.3,0.985,direct
1780661755.906,0,R,503.3,499.7,0.992,direct
1780661755.941,0,L,574.0,449.3,0.985,direct
1780661755.941,0,R,503.3,499.6,0.992,direct
1780661755.973,0,L,577.7,454.2,0.989,direct
1780661755.973,0,R,505.5,502.2,0.994,direct
1780661756.007,0,L,578.0,453.6,0.988,direct
1780661756.007,0,R,508.1,503.8,0.992,direct
1780661756.040,0,L,578.1,453.5,0.988,direct
1780661756.040,0,R,508.2,503.9,0.992,direct
1780661756.073,0,L,578.7,451.1,0.989,direct
1780661756.073,0,R,509.1,505.6,0.992,direct
1780661756.111,0,L,578.8,450.9,0.989,direct
1780661756.111,0,R,509.3,506.0,0.992,direct
1780661756.170,0,L,577.1,445.2,0.983,direct
1780661756.170,0,R,507.4,519.4,0.991,direct
1780661756.203,0,L,578.2,441.3,0.981,direct
1780661756.203,0,R,508.5,524.9,0.990,direct
1780661756.239,0,L,578.2,441.2,0.981,direct
1780661756.239,0,R,508.5,525.0,0.990,direct
1780661756.286,0,L,577.5,439.3,0.981,direct
1780661756.286,0,R,507.8,524.6,0.990,direct
1780661756.318,0,L,577.4,438.9,0.981,direct
1780661756.318,0,R,507.6,524.5,0.990,direct
1780661756.352,0,L,578.3,441.6,0.979,direct
1780661756.352,0,R,507.4,521.5,0.988,direct
1780661756.392,0,L,578.4,441.8,0.979,direct
1780661756.392,0,R,507.3,521.3,0.988,direct
1780661756.433,0,L,577.4,440.4,0.981,direct
1780661756.434,0,R,507.3,524.8,0.990,direct
1780661756.434,1,L,595.6,396.3,0.250,predicted
1780661756.434,1,R,578.2,458.9,0.250,predicted
1780661756.473,0,L,577.2,440.0,0.981,direct
1780661756.473,0,R,507.3,525.0,0.990,direct
1780661756.473,1,L,595.5,396.4,0.200,predicted
1780661756.473,1,R,578.2,459.1,0.200,predicted
1780661756.508,0,L,574.3,447.5,0.979,direct
1780661756.508,0,R,501.9,518.4,0.987,direct
1780661756.509,1,L,595.4,396.4,0.150,predicted
1780661756.509,1,R,578.2,459.3,0.150,predicted
1780661756.554,0,L,574.3,447.6,0.979,direct
1780661756.554,0,R,501.7,518.3,0.987,direct
1780661756.555,1,L,595.3,396.4,0.100,predicted
1780661756.555,1,R,578.1,459.4,0.100,predicted
1780661756.599,0,L,572.7,446.8,0.979,direct
1780661756.599,0,R,503.4,516.0,0.989,direct
1780661756.634,0,L,572.4,446.6,0.979,direct
1780661756.634,0,R,503.4,515.9,0.989,direct
1780661756.678,0,L,574.1,441.2,0.982,direct
1780661756.678,0,R,503.2,522.4,0.993,direct
1780661756.715,0,L,574.2,441.0,0.982,direct
1780661756.715,0,R,503.2,522.6,0.993,direct
1780661756.759,0,L,580.5,439.8,0.973,direct
1780661756.759,0,R,499.9,517.1,0.988,direct
1780661756.805,0,L,590.4,437.4,0.974,direct
1780661756.806,0,R,501.4,522.7,0.989,direct
1780661756.843,0,L,595.7,445.6,0.954,direct
1780661756.843,0,R,508.8,520.5,0.978,direct
1780661756.884,0,L,595.7,445.7,0.954,direct
1780661756.884,0,R,508.9,520.5,0.978,direct
1780661756.930,0,L,592.4,448.8,0.973,direct
1780661756.930,0,R,509.0,518.7,0.988,direct
1780661756.965,0,L,592.2,448.9,0.973,direct
1780661756.965,0,R,509.0,518.3,0.988,direct
1780661757.000,0,L,593.9,446.2,0.975,direct
1780661757.000,0,R,510.9,516.4,0.990,direct
1780661757.043,0,L,594.0,446.1,0.975,direct
1780661757.043,0,R,511.0,516.3,0.990,direct
1780661757.086,0,L,593.3,446.0,0.980,direct
1780661757.086,0,R,507.4,516.6,0.991,direct
1780661757.120,0,L,593.1,446.0,0.980,direct
1780661757.120,0,R,507.2,516.7,0.991,direct
1780661757.156,0,L,592.6,444.7,0.977,direct
1780661757.156,0,R,508.1,515.8,0.991,direct
1780661757.197,0,L,592.4,444.2,0.977,direct
1780661757.198,0,R,508.3,515.6,0.991,direct
1780661757.233,0,L,591.3,444.4,0.983,direct
1780661757.233,0,R,508.8,515.2,0.993,direct
1780661757.267,0,L,590.7,444.6,0.983,direct
1780661757.268,0,R,509.0,515.1,0.993,direct
1780661757.304,0,L,594.0,445.5,0.977,direct
1780661757.304,0,R,506.9,512.8,0.989,direct
1780661757.340,0,L,593.5,448.6,0.968,direct
1780661757.340,0,R,504.4,513.6,0.982,direct
1780661757.386,0,L,593.5,448.8,0.968,direct
1780661757.386,0,R,504.3,513.6,0.982,direct
1780661757.419,0,L,594.1,449.6,0.968,direct
1780661757.419,0,R,504.9,513.4,0.982,direct
1780661757.454,0,L,592.3,446.2,0.967,direct
1780661757.454,0,R,508.6,518.3,0.983,direct
1780661757.496,0,L,592.2,446.0,0.967,direct
1780661757.496,0,R,508.7,518.5,0.983,direct
1780661757.539,0,L,592.3,448.6,0.974,direct
1780661757.539,0,R,506.4,514.4,0.988,direct
1780661757.572,0,L,592.3,448.8,0.974,direct
1780661757.572,0,R,506.3,514.3,0.988,direct
1780661757.607,0,L,589.4,447.2,0.977,direct
1780661757.607,0,R,506.7,519.3,0.989,direct
