ts,pid,side,x,y,conf,source
1780661733.572,0,R,544.7,500.4,0.987,direct
1780661733.608,0,L,571.7,429.7,0.981,direct
1780661733.608,0,R,544.8,500.5,0.987,direct
1780661733.643,0,L,568.4,466.4,0.923,direct
1780661733.643,0,R,574.2,520.0,0.944,direct
1780661733.688,0,L,568.3,466.8,0.923,direct
1780661733.688,0,R,574.5,520.1,0.944,direct
1780661733.725,0,L,580.0,470.1,0.925,direct
1780661733.725,0,R,589.2,532.2,0.943,direct
1780661733.765,0,L,580.1,470.1,0.925,direct
1780661733.765,0,R,589.3,532.4,0.943,direct
1780661733.801,0,L,603.7,465.6,0.905,direct
1780661733.802,0,R,604.6,555.5,0.928,direct
1780661733.846,0,L,603.9,465.5,0.905,direct
1780661733.846,0,R,604.7,555.8,0.928,direct
1780661733.892,0,L,596.8,493.4,0.781,direct
1780661733.892,0,R,603.9,557.2,0.849,direct
1780661733.938,0,L,596.7,493.7,0.781,direct
1780661733.938,0,R,603.8,557.5,0.849,direct
1780661733.971,0,L,609.9,484.7,0.857,direct
1780661733.971,0,R,596.2,548.5,0.879,direct
1780661734.004,0,L,619.3,432.1,0.908,direct
1780661734.004,0,R,585.9,539.5,0.924,direct
1780661734.041,0,L,619.4,431.8,0.908,direct
1780661734.041,0,R,585.8,539.5,0.924,direct
1780661734.095,0,L,613.4,421.3,0.924,direct
1780661734.095,0,R,579.0,546.9,0.954,direct
1780661734.130,0,L,642.7,404.7,0.615,direct
1780661734.131,0,R,571.4,543.0,0.818,direct
1780661734.165,0,L,642.9,404.6,0.615,direct
1780661734.165,0,R,571.3,543.0,0.818,direct
1780661734.205,0,L,644.6,428.9,0.808,direct
1780661734.205,0,R,575.3,563.5,0.954,direct
1780661734.239,0,L,644.7,429.1,0.808,direct
1780661734.239,0,R,575.3,563.7,0.954,direct
1780661734.275,0,L,659.6,463.9,0.715,direct
1780661734.275,0,R,590.0,554.6,0.849,direct
1780661734.312,0,L,659.7,464.2,0.715,direct
1780661734.312,0,R,590.2,554.5,0.849,direct
1780661734.360,0,L,659.9,464.5,0.350,extrapolated
1780661734.360,0,R,577.6,539.7,0.245,low_conf_fused
1780661734.398,0,L,660.0,464.9,0.350,extrapolated
1780661734.398,0,R,577.5,539.6,0.245,low_conf_fused
1780661734.442,0,L,660.2,465.2,0.350,extrapolated
1780661734.442,0,R,579.6,546.2,0.229,low_conf_fused
1780661734.487,0,L,660.3,465.5,0.350,extrapolated
1780661734.487,0,R,579.6,546.3,0.229,low_conf_fused
1780661734.531,0,L,660.4,465.9,0.350,extrapolated
1780661734.531,0,R,585.2,540.5,0.243,low_conf_fused
1780661734.567,0,L,660.6,466.2,0.350,extrapolated
1780661734.567,0,R,585.3,540.4,0.243,low_conf_fused
1780661734.611,0,L,660.7,466.5,0.350,extrapolated
1780661734.611,0,R,611.2,538.9,0.243,low_conf_fused
1780661734.647,0,L,660.9,466.8,0.350,extrapolated
1780661734.647,0,R,611.4,538.9,0.243,low_conf_fused
1780661734.693,0,L,661.0,467.2,0.278,low_conf_fused
1780661734.694,0,R,602.6,557.9,0.531,direct
1780661734.737,0,L,661.2,467.5,0.196,low_conf_fused
1780661734.737,0,R,593.5,548.4,0.462,direct
1780661734.785,0,L,661.3,467.8,0.231,low_conf_fused
1780661734.785,0,R,603.0,552.7,0.498,direct
1780661734.835,0,L,661.4,468.2,0.231,low_conf_fused
1780661734.835,0,R,603.0,552.8,0.498,direct
1780661734.884,0,L,661.6,468.5,0.238,low_conf_fused
1780661734.884,0,R,598.3,550.0,0.412,direct
1780661734.925,0,L,661.7,468.8,0.238,low_conf_fused
1780661734.926,0,R,598.2,550.0,0.412,direct
1780661734.958,0,L,661.9,469.2,0.271,low_conf_fused
1780661734.958,0,R,606.3,534.1,0.443,direct
1780661735.006,0,L,662.0,469.5,0.271,low_conf_fused
1780661735.006,0,R,606.4,534.0,0.443,direct
1780661735.046,0,L,662.2,469.8,0.434,direct
1780661735.046,0,R,640.9,513.8,0.593,direct
1780661735.097,0,L,662.3,470.2,0.460,direct
1780661735.097,0,R,635.8,492.4,0.608,direct
1780661735.142,0,L,662.4,470.5,0.425,direct
1780661735.142,0,R,651.8,536.8,0.493,direct
1780661735.179,0,L,662.6,470.8,0.425,direct
1780661735.179,0,R,651.9,537.1,0.493,direct
1780661735.218,0,L,662.7,471.2,0.237,low_conf_fused
1780661735.218,0,R,655.9,534.9,0.423,direct
1780661735.251,0,L,662.9,471.5,0.237,low_conf_fused
1780661735.251,0,R,655.9,534.9,0.423,direct
1780661735.290,0,L,663.0,471.8,0.350,extrapolated
1780661735.290,0,R,673.4,511.6,0.212,low_conf_fused
1780661735.327,0,L,663.2,472.1,0.350,extrapolated
1780661735.327,0,R,673.6,511.4,0.212,low_conf_fused
1780661735.363,0,L,663.3,472.5,0.350,extrapolated
1780661735.364,0,R,673.7,511.2,0.350,extrapolated
1780661735.406,0,L,663.4,472.8,0.350,extrapolated
1780661735.406,0,R,673.9,510.9,0.350,extrapolated
1780661735.444,0,L,663.6,473.1,0.434,direct
1780661735.444,0,R,657.2,534.5,0.524,direct
1780661735.486,0,L,663.7,473.5,0.434,direct
1780661735.486,0,R,657.1,534.7,0.524,direct
1780661735.523,0,L,663.9,473.8,0.438,direct
1780661735.523,0,R,649.9,548.0,0.524,direct
1780661735.557,0,L,664.0,474.1,0.438,direct
1780661735.557,0,R,649.9,548.1,0.524,direct
1780661735.594,0,L,664.2,474.5,0.215,low_conf_fused
1780661735.594,0,R,681.4,507.2,0.265,low_conf_fused
1780661735.627,0,L,664.3,474.8,0.237,low_conf_fused
1780661735.627,0,R,655.3,537.4,0.416,direct
1780661735.664,0,L,664.4,475.1,0.237,low_conf_fused
1780661735.664,0,R,655.2,537.6,0.416,direct
1780661735.699,0,L,664.6,475.5,0.222,low_conf_fused
1780661735.699,0,R,685.4,496.5,0.279,low_conf_fused
1780661735.736,0,L,664.7,475.8,0.222,low_conf_fused
1780661735.736,0,R,685.7,496.2,0.279,low_conf_fused
1780661735.785,0,L,664.9,476.1,0.430,direct
1780661735.786,0,R,668.3,509.4,0.517,direct
1780661735.823,0,L,665.0,476.5,0.177,low_conf_fused
1780661735.823,0,R,703.0,484.6,0.256,low_conf_fused
1780661735.861,0,L,665.2,476.8,0.177,low_conf_fused
1780661735.861,0,R,703.2,484.4,0.256,low_conf_fused
1780661735.910,0,L,665.3,477.1,0.247,low_conf_fused
1780661735.910,0,R,659.4,532.3,0.413,direct
1780661735.955,0,L,665.4,477.4,0.247,low_conf_fused
1780661735.955,0,R,659.0,532.8,0.413,direct
1780661736.002,0,L,665.6,477.8,0.350,extrapolated
1780661736.002,0,R,658.6,533.2,0.350,extrapolated
1780661736.051,0,L,665.7,478.1,0.350,extrapolated
1780661736.051,0,R,658.1,533.7,0.350,extrapolated
1780661736.096,0,L,665.9,478.4,0.221,low_conf_fused
1780661736.096,0,R,692.7,514.4,0.261,low_conf_fused
1780661736.130,0,L,666.0,478.8,0.221,low_conf_fused
1780661736.130,0,R,693.0,514.2,0.261,low_conf_fused
1780661736.165,0,L,666.2,479.1,0.177,low_conf_fused
1780661736.165,0,R,690.3,515.6,0.208,low_conf_fused
1780661736.196,0,L,666.3,479.4,0.350,extrapolated
1780661736.196,0,R,690.5,515.4,0.350,extrapolated
1780661736.229,0,L,666.4,479.8,0.350,extrapolated
1780661736.229,0,R,690.7,515.3,0.350,extrapolated
1780661736.264,0,L,666.6,480.1,0.184,low_conf_fused
1780661736.264,0,R,686.9,512.0,0.213,low_conf_fused
1780661736.313,0,L,666.7,480.4,0.184,low_conf_fused
1780661736.313,0,R,686.9,512.0,0.213,low_conf_fused
1780661736.345,0,L,666.9,480.8,0.350,extrapolated
1780661736.345,0,R,687.7,495.5,0.233,low_conf_fused
1780661736.378,0,L,667.0,481.1,0.476,direct
1780661736.378,0,R,672.1,508.6,0.569,direct
1780661736.414,0,L,667.1,481.4,0.476,direct
1780661736.414,0,R,672.0,508.6,0.569,direct
1780661736.451,0,L,667.3,481.8,0.418,direct
1780661736.451,0,R,651.0,475.9,0.519,direct
1780661736.490,0,L,667.4,482.1,0.418,direct
1780661736.490,0,R,650.8,475.6,0.519,direct
1780661736.534,0,L,667.6,482.4,0.350,extrapolated
1780661736.534,0,R,650.6,475.3,0.350,extrapolated
1780661736.566,0,L,667.7,482.7,0.350,extrapolated
1780661736.567,0,R,650.4,474.9,0.350,extrapolated
1780661736.602,0,L,667.9,483.1,0.447,direct
1780661736.602,0,R,631.6,501.0,0.607,direct
1780661736.643,0,L,668.0,483.4,0.477,direct
1780661736.643,0,R,620.9,491.8,0.642,direct
1780661736.679,0,L,668.1,483.7,0.477,direct
1780661736.679,0,R,620.9,491.8,0.642,direct
1780661736.725,0,L,668.3,484.1,0.215,low_conf_fused
1780661736.725,0,R,622.1,512.1,0.463,direct
1780661736.771,0,L,668.4,484.4,0.215,low_conf_fused
1780661736.771,0,R,622.2,512.2,0.463,direct
1780661736.814,0,L,668.6,484.7,0.350,extrapolated
1780661736.814,0,R,622.2,512.4,0.350,extrapolated
1780661736.848,0,L,668.7,485.1,0.350,extrapolated
1780661736.848,0,R,622.2,512.6,0.350,extrapolated
1780661736.882,0,L,668.9,485.4,0.206,low_conf_fused
1780661736.882,0,R,581.3,481.4,0.446,direct
1780661736.915,0,L,669.0,485.7,0.206,low_conf_fused
1780661736.916,0,R,581.0,481.2,0.446,direct
1780661736.950,0,L,669.1,486.1,0.465,direct
1780661736.950,0,R,577.8,465.7,0.648,direct
1780661736.990,0,L,669.3,486.4,0.465,direct
1780661736.990,0,R,577.8,465.6,0.648,direct
1780661737.036,0,L,669.4,486.7,0.278,low_conf_fused
1780661737.036,0,R,563.6,463.9,0.515,direct
1780661737.080,0,L,669.6,487.1,0.480,direct
1780661737.080,0,R,537.4,506.7,0.515,direct
1780661737.080,1,L,607.0,412.4,0.100,predicted
1780661737.080,1,R,627.3,461.9,0.100,predicted
1780661737.129,0,L,669.7,487.4,0.637,direct
1780661737.129,0,R,550.1,504.2,0.655,direct
1780661737.129,1,L,606.8,412.4,0.100,predicted
1780661737.129,1,R,627.3,461.9,0.100,predicted
1780661737.166,0,L,669.9,487.7,0.637,direct
1780661737.166,0,R,550.3,504.1,0.655,direct
1780661737.167,1,L,606.6,412.5,0.100,predicted
1780661737.167,1,R,627.3,461.9,0.100,predicted
1780661737.208,0,L,670.0,488.0,0.811,direct
1780661737.208,0,R,555.7,512.2,0.841,direct
1780661737.244,0,L,670.1,488.4,0.811,direct
1780661737.244,0,R,555.8,512.3,0.841,direct
1780661737.279,0,L,670.3,488.7,0.904,direct
1780661737.279,0,R,552.2,499.9,0.923,direct
1780661737.313,0,L,670.4,489.0,0.904,direct
1780661737.313,0,R,552.1,499.8,0.923,direct
1780661737.348,0,L,670.6,489.4,0.929,direct
1780661737.348,0,R,553.4,503.7,0.945,direct
1780661737.380,0,L,670.7,489.7,0.929,direct
1780661737.380,0,R,553.4,503.8,0.945,direct
1780661737.415,0,L,670.9,490.0,0.908,direct
1780661737.416,0,R,561.6,508.1,0.940,direct
1780661737.454,0,L,671.0,490.4,0.908,direct
1780661737.454,0,R,561.7,508.1,0.940,direct
1780661737.491,0,L,764.9,520.9,0.950,direct
1780661737.491,0,R,554.1,510.0,0.969,direct
1780661737.537,0,L,764.9,520.9,0.950,direct
1780661737.537,0,R,554.0,510.1,0.969,direct
1780661737.585,0,L,758.0,524.2,0.958,direct
1780661737.585,0,R,559.6,509.9,0.974,direct
1780661737.633,0,L,757.9,524.3,0.958,direct
1780661737.633,0,R,559.8,509.9,0.974,direct
1780661737.667,0,L,718.3,507.7,0.986,direct
1780661737.667,0,R,558.3,498.7,0.993,direct
1780661737.703,0,L,717.9,507.5,0.986,direct
1780661737.703,0,R,558.3,498.6,0.993,direct
1780661737.754,0,L,690.3,491.8,0.985,direct
1780661737.754,0,R,554.2,499.3,0.994,direct
1780661737.789,0,L,629.6,456.0,0.987,direct
1780661737.789,0,R,560.0,498.0,0.996,direct
1780661737.826,0,L,604.8,433.5,0.985,direct
1780661737.826,0,R,554.5,478.5,0.992,direct
1780661737.863,0,L,604.7,433.5,0.985,direct
1780661737.863,0,R,554.4,478.4,0.992,direct
1780661737.897,0,L,604.3,429.5,0.987,direct
1780661737.897,0,R,556.3,481.4,0.993,direct
1780661737.932,0,L,604.3,429.5,0.987,direct
1780661737.932,0,R,556.3,481.5,0.993,direct
1780661737.968,0,L,603.7,430.9,0.989,direct
1780661737.968,0,R,558.1,485.9,0.993,direct
1780661738.020,0,L,603.5,431.2,0.989,direct
1780661738.020,0,R,558.1,485.9,0.993,direct
1780661738.052,0,L,603.2,432.2,0.989,direct
1780661738.052,0,R,557.2,486.2,0.992,direct
1780661738.086,0,L,603.1,432.6,0.989,direct
1780661738.086,0,R,556.9,486.2,0.992,direct
1780661738.124,0,L,606.5,431.7,0.991,direct
1780661738.124,0,R,557.6,485.9,0.995,direct
1780661738.161,0,L,604.7,430.3,0.991,direct
1780661738.161,0,R,557.8,485.6,0.994,direct
1780661738.205,0,L,604.5,430.1,0.991,direct
1780661738.205,0,R,557.9,485.4,0.994,direct
1780661738.242,0,L,599.3,431.2,0.953,direct
1780661738.242,0,R,549.8,485.0,0.981,direct
1780661738.281,0,L,599.1,431.3,0.953,direct
1780661738.281,0,R,549.6,485.0,0.981,direct
1780661738.318,0,L,602.4,429.4,0.992,direct
1780661738.318,0,R,544.9,473.9,0.995,direct
1780661738.358,0,L,602.5,429.3,0.992,direct
1780661738.358,0,R,544.9,473.8,0.995,direct
1780661738.394,0,L,598.8,426.8,0.991,direct
1780661738.394,0,R,539.0,471.4,0.994,direct
1780661738.428,0,L,598.7,426.7,0.991,direct
1780661738.428,0,R,538.9,471.3,0.994,direct
1780661738.483,0,L,598.7,430.9,0.984,direct
1780661738.483,0,R,515.5,458.7,0.989,direct
1780661738.524,0,L,596.7,433.0,0.976,direct
1780661738.524,0,R,497.7,448.0,0.980,direct
1780661738.568,0,L,596.6,433.1,0.976,direct
1780661738.568,0,R,497.6,448.0,0.980,direct
1780661738.609,0,L,595.0,431.4,0.970,direct
1780661738.609,0,R,481.8,441.3,0.973,direct
1780661738.646,0,L,598.5,432.2,0.967,direct
1780661738.646,0,R,473.9,440.3,0.970,direct
1780661738.687,0,L,598.7,432.3,0.967,direct
1780661738.687,0,R,473.9,440.3,0.970,direct
1780661738.724,0,L,593.9,436.5,0.968,direct
1780661738.724,0,R,466.5,437.1,0.970,direct
1780661738.770,0,L,593.7,436.6,0.968,direct
1780661738.770,0,R,466.3,437.1,0.970,direct
1780661738.819,0,L,599.6,434.3,0.960,direct
1780661738.819,0,R,463.9,435.6,0.956,direct
1780661738.857,0,L,599.8,434.2,0.960,direct
1780661738.857,0,R,463.8,435.5,0.956,direct
1780661738.892,0,L,599.2,438.4,0.969,direct
1780661738.892,0,R,470.9,445.8,0.970,direct
1780661738.927,0,L,599.2,438.6,0.969,direct
1780661738.927,0,R,471.0,445.9,0.970,direct
1780661738.965,0,L,591.9,436.1,0.981,direct
1780661738.965,0,R,473.8,448.4,0.985,direct
1780661739.002,0,L,591.7,436.0,0.981,direct
1780661739.002,0,R,473.9,448.5,0.985,direct
1780661739.039,0,L,590.6,439.2,0.981,direct
1780661739.039,0,R,478.2,448.9,0.985,direct
1780661739.095,0,L,590.0,438.9,0.984,direct
1780661739.095,0,R,477.6,447.9,0.986,direct
1780661739.129,0,L,585.1,436.7,0.983,direct
1780661739.129,0,R,483.0,454.9,0.986,direct
1780661739.164,0,L,585.0,436.7,0.983,direct
1780661739.164,0,R,483.2,455.1,0.986,direct
1780661739.200,0,L,589.3,433.5,0.970,direct
1780661739.200,0,R,482.4,447.5,0.976,direct
1780661739.249,0,L,589.4,433.4,0.970,direct
1780661739.249,0,R,482.4,447.4,0.976,direct
1780661739.283,0,L,590.8,432.4,0.972,direct
1780661739.283,0,R,487.9,445.9,0.976,direct
1780661739.316,0,L,591.1,432.1,0.972,direct
1780661739.316,0,R,488.0,445.8,0.976,direct
1780661739.351,0,L,590.1,432.7,0.984,direct
1780661739.351,0,R,478.4,448.3,0.986,direct
1780661739.389,0,L,589.7,433.0,0.984,direct
1780661739.389,0,R,478.2,448.3,0.986,direct
1780661739.424,0,L,589.3,432.6,0.986,direct
1780661739.424,0,R,471.8,449.5,0.988,direct
1780661739.460,0,L,589.2,432.3,0.986,direct
1780661739.460,0,R,471.6,449.5,0.988,direct
1780661739.500,0,L,585.7,422.9,0.977,direct
1780661739.500,0,R,470.0,446.3,0.982,direct
1780661739.549,0,L,585.6,422.8,0.977,direct
1780661739.549,0,R,469.9,446.2,0.982,direct
1780661739.594,0,L,584.5,426.8,0.983,direct
1780661739.594,0,R,475.7,446.5,0.987,direct
1780661739.639,0,L,582.0,423.0,0.985,direct
1780661739.639,0,R,466.7,446.8,0.988,direct
1780661739.688,0,L,582.0,422.9,0.985,direct
1780661739.688,0,R,466.6,446.8,0.988,direct
1780661739.722,0,L,570.8,421.4,0.987,direct
1780661739.723,0,R,473.7,444.3,0.983,direct
1780661739.762,0,L,570.7,421.4,0.987,direct
1780661739.762,0,R,473.8,444.2,0.983,direct
1780661739.795,0,L,568.1,420.9,0.985,direct
1780661739.795,0,R,470.4,447.9,0.988,direct
1780661739.830,0,L,568.0,420.9,0.985,direct
1780661739.830,0,R,470.3,448.0,0.988,direct
1780661739.862,0,L,569.6,421.7,0.987,direct
1780661739.862,0,R,467.0,452.7,0.990,direct
1780661739.900,0,L,569.9,421.9,0.987,direct
1780661739.900,0,R,466.9,452.8,0.990,direct
1780661739.935,0,L,568.7,421.5,0.989,direct
1780661739.935,0,R,467.0,451.2,0.991,direct
1780661739.974,0,L,568.2,421.4,0.989,direct
1780661739.974,0,R,467.0,450.9,0.991,direct
1780661740.014,0,L,567.1,418.8,0.986,direct
1780661740.014,0,R,469.6,452.1,0.988,direct
1780661740.049,0,L,559.2,413.9,0.981,direct
1780661740.049,0,R,472.9,453.1,0.984,direct
1780661740.090,0,L,559.0,413.9,0.981,direct
1780661740.090,0,R,473.0,453.2,0.984,direct
1780661740.124,0,L,557.9,404.2,0.986,direct
1780661740.124,0,R,474.1,454.5,0.990,direct
1780661740.157,0,L,557.8,404.1,0.986,direct
1780661740.157,0,R,474.3,454.8,0.990,direct
1780661740.195,0,L,548.7,406.8,0.984,direct
1780661740.195,0,R,478.9,451.8,0.989,direct
1780661740.234,0,L,548.6,406.9,0.984,direct
1780661740.234,0,R,479.0,451.7,0.989,direct
1780661740.270,0,L,544.0,406.3,0.982,direct
1780661740.270,0,R,486.8,452.4,0.989,direct
1780661740.311,0,L,543.8,406.3,0.982,direct
1780661740.311,0,R,487.0,452.4,0.989,direct
1780661740.347,0,L,543.2,415.0,0.978,direct
1780661740.347,0,R,477.0,443.1,0.983,direct
1780661740.381,0,L,543.2,415.2,0.978,direct
1780661740.381,0,R,476.9,443.0,0.983,direct
1780661740.416,0,L,543.0,414.1,0.978,direct
1780661740.416,0,R,476.4,440.3,0.983,direct
1780661740.465,0,L,542.9,413.9,0.978,direct
1780661740.465,0,R,476.4,440.3,0.983,direct
1780661740.500,0,L,539.0,411.4,0.982,direct
1780661740.500,0,R,482.0,442.6,0.986,direct
1780661740.539,0,L,538.8,411.3,0.982,direct
1780661740.539,0,R,482.2,442.6,0.986,direct
1780661740.575,0,L,537.5,411.5,0.979,direct
1780661740.575,0,R,480.8,446.3,0.984,direct
1780661740.625,0,L,539.0,409.5,0.979,direct
1780661740.625,0,R,479.6,446.0,0.983,direct
1780661740.668,0,L,540.8,406.6,0.980,direct
1780661740.668,0,R,476.9,444.1,0.984,direct
1780661740.705,0,L,540.9,406.5,0.980,direct
1780661740.705,0,R,476.8,443.9,0.984,direct
1780661740.749,0,L,539.6,405.4,0.976,direct
1780661740.749,0,R,481.9,433.7,0.981,direct
1780661740.795,0,L,539.3,405.1,0.976,direct
1780661740.795,0,R,482.0,433.6,0.981,direct
1780661740.831,0,L,539.0,405.3,0.965,direct
1780661740.831,0,R,492.8,410.7,0.971,direct
1780661740.874,0,L,538.9,405.4,0.965,direct
1780661740.874,0,R,492.9,410.5,0.971,direct
1780661740.919,0,L,532.4,404.6,0.951,direct
1780661740.919,0,R,485.8,403.8,0.956,direct
1780661740.956,0,L,532.2,404.6,0.951,direct
1780661740.956,0,R,485.7,403.7,0.956,direct
1780661740.996,0,L,532.6,404.3,0.956,direct
1780661740.996,0,R,470.1,402.4,0.961,direct
1780661741.032,0,L,532.6,404.2,0.956,direct
1780661741.032,0,R,469.9,402.4,0.961,direct
1780661741.077,0,L,534.9,405.9,0.953,direct
1780661741.077,0,R,464.3,409.8,0.957,direct
1780661741.123,0,L,537.5,403.6,0.962,direct
1780661741.123,0,R,459.7,418.2,0.964,direct
1780661741.157,0,L,543.1,411.4,0.973,direct
1780661741.157,0,R,474.5,445.0,0.977,direct
1780661741.191,0,L,543.2,411.5,0.973,direct
1780661741.191,0,R,474.6,445.1,0.977,direct
1780661741.234,0,L,540.4,402.1,0.985,direct
1780661741.234,0,R,470.2,455.7,0.988,direct
1780661741.271,0,L,540.4,402.0,0.985,direct
1780661741.271,0,R,470.2,455.8,0.988,direct
1780661741.313,0,L,537.2,406.1,0.980,direct
1780661741.313,0,R,470.7,455.0,0.984,direct
1780661741.356,0,L,537.1,406.3,0.980,direct
1780661741.356,0,R,470.9,454.8,0.984,direct
1780661741.390,0,L,536.7,410.7,0.981,direct
1780661741.390,0,R,470.7,455.4,0.985,direct
1780661741.423,0,L,536.7,410.8,0.981,direct
1780661741.423,0,R,470.6,455.6,0.985,direct
1780661741.459,0,L,539.2,412.7,0.982,direct
1780661741.459,0,R,470.4,456.4,0.986,direct
1780661741.498,0,L,539.4,412.8,0.982,direct
1780661741.498,0,R,470.3,456.8,0.986,direct
1780661741.544,0,L,540.8,413.5,0.983,direct
1780661741.544,0,R,472.5,458.6,0.990,direct
1780661741.592,0,L,543.2,414.9,0.981,direct
1780661741.592,0,R,473.8,457.8,0.989,direct
1780661741.640,0,L,543.4,415.0,0.981,direct
1780661741.641,0,R,473.9,457.6,0.989,direct
1780661741.674,0,L,544.9,411.8,0.983,direct
1780661741.674,0,R,470.2,458.1,0.989,direct
1780661741.715,0,L,545.0,411.6,0.983,direct
1780661741.715,0,R,470.0,458.1,0.989,direct
1780661741.752,0,L,549.1,411.4,0.980,direct
1780661741.752,0,R,469.1,460.5,0.985,direct
1780661741.789,0,L,555.6,421.7,0.979,direct
1780661741.789,0,R,468.8,461.7,0.985,direct
1780661741.822,0,L,555.7,421.8,0.979,direct
1780661741.822,0,R,468.8,461.9,0.985,direct
1780661741.860,0,L,556.5,422.8,0.979,direct
1780661741.860,0,R,469.7,463.2,0.983,direct
1780661741.904,0,L,556.7,423.1,0.979,direct
1780661741.904,0,R,470.0,463.6,0.983,direct
1780661741.949,0,L,552.8,422.7,0.981,direct
1780661741.949,0,R,472.5,464.1,0.986,direct
1780661741.986,0,L,552.7,422.6,0.981,direct
1780661741.986,0,R,472.8,464.2,0.986,direct
1780661742.033,0,L,555.8,419.5,0.981,direct
1780661742.033,0,R,472.3,464.5,0.985,direct
1780661742.076,0,L,555.3,420.0,0.983,direct
1780661742.076,0,R,475.1,458.4,0.987,direct
1780661742.120,0,L,555.2,420.0,0.983,direct
1780661742.120,0,R,475.2,458.2,0.987,direct
1780661742.154,0,L,554.9,420.1,0.982,direct
1780661742.154,0,R,475.1,461.7,0.986,direct
1780661742.190,0,L,554.8,420.1,0.982,direct
1780661742.190,0,R,475.0,461.9,0.986,direct
1780661742.231,0,L,554.8,419.9,0.980,direct
1780661742.231,0,R,474.0,461.3,0.985,direct
1780661742.265,0,L,554.7,419.8,0.980,direct
1780661742.265,0,R,473.8,461.2,0.985,direct
1780661742.306,0,L,554.6,419.4,0.981,direct
1780661742.306,0,R,473.4,462.3,0.986,direct
